User_Id,Time,Category,Operation,Order_Id,Transaction_Id,Primary_Asset,Realized_Amount_For_Primary_Asset,Realized_Amount_For_Primary_Asset_In_USD_Value,Base_Asset,Realized_Amount_For_Base_Asset,Realized_Amount_For_Base_Asset_In_USD_Value,Quote_Asset,Realized_Amount_For_Quote_Asset,Realized_Amount_For_Quote_Asset_In_USD_Value,Fee_Asset,Realized_Amount_For_Fee_Asset,Realized_Amount_For_Fee_Asset_In_USD_Value,Payment_Method,Withdrawal_Method,Additional_Note
58864280,2023-11-15 17:16:12,Spot Trading,Buy,1105524034,2305996601,"","","",BTC,0.00014000,5.30328164,USDT,5.09378380,5.09770627,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-15 17:17:35,Spot Trading,Buy,1105524717,2305997936,"","","",BTC,0.00014000,5.30328164,USDT,5.09630520,5.10022961,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-15 17:31:32,Spot Trading,Sell,1105524068,2305999316,"","","",BTC,0.00014000,5.30328164,USDT,5.09888400,5.10281040,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-15 17:41:17,Spot Trading,Sell,1105524741,2306001696,"","","",BTC,0.00014000,5.30328164,USDT,5.10140399,5.10533234,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-15 19:05:10,Spot Trading,Sell,1101889953,2306026915,"","","",BTC,0.00027000,10.22775746,USDT,10.10110500,10.10888336,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-15 19:05:10,Spot Trading,Sell,1101866220,2306026925,"","","",BTC,0.00027000,10.22775746,USDT,10.10121300,10.10899144,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-15 19:05:10,Spot Trading,Sell,1101870087,2306026946,"","","",BTC,0.00027000,10.22775746,USDT,10.10250900,10.11028844,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-15 19:05:11,Spot Trading,Sell,1101870795,2306028903,"","","",BTC,0.00027000,10.22775746,USDT,10.10491200,10.11269329,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-15 19:05:11,Spot Trading,Sell,1101908113,2306028890,"","","",BTC,0.00027000,10.22775746,USDT,10.10458800,10.11236904,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-15 19:05:20,Spot Trading,Sell,1101865830,2306028493,"","","",BTC,0.00027000,10.22775746,USDT,10.10982600,10.11761107,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-15 19:06:01,Spot Trading,Sell,1101864286,2306028609,"","","",BTC,0.00027000,10.22775746,USDT,10.11420000,10.12198844,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-15 19:06:05,Spot Trading,Sell,1101865244,2306027677,"","","",BTC,0.00027000,10.22775746,USDT,10.12159800,10.12939214,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-16 03:34:29,Spot Trading,Buy,1105975736,2306304774,"","","",BTC,0.00027000,9.76178770,USDT,10.11513959,10.11552994,BNB,0E-8,0E-8,Wallet,"",""
58864280,2023-11-16 03:36:51,Spot Trading,Buy,1105976553,2306305208,"","","",BTC,0.00027000,9.76178770,USDT,10.10926980,10.10965992,BNB,0E-8,0E-8,Wallet,"",""
